od,start_latitude,start_longitude,end_latitude,end_longitude,length_km_shortest_path,interv_dist_shortest_path,co2_shortest_path,length_km_best_interv_dist,interv_dist_best_interv_dist,co2_best_interv_dist,best_interv_dist_is_shortest,length_km_best_co2,interv_dist_best_co2,co2_best_co2,best_co2_is_shortest
"(79922990, 8223839444)",53.5742295,9.9680852,53.5637412,9.989477,2.6556369999999996,397.93240625,0.3661107588235294,2.7052199999999997,345.95766875,0.3630396470588235,False,2.7052199999999997,345.95766875,0.3630396470588235,False
"(1983285273, 1705496742)",53.5497944,9.9861173,53.5484633,9.9833723,0.47275799999999996,146.18483125,0.08411697647058825,0.47275799999999996,146.18483125,0.08411697647058825,True,0.47275799999999996,146.18483125,0.08411697647058825,True
"(10588207462, 14398547)",53.550526,10.0085283,53.5564301,9.9989626,1.6531079999999998,304.1257625,0.24375197647058822,1.6531079999999998,304.1257625,0.24375197647058822,True,1.6531079999999998,304.1257625,0.24375197647058822,True
"(6451192474, 28842154)",53.5483857,9.9967986,53.5598969,9.9944255,1.7913119999999998,369.06787499999996,0.2753312,1.7913119999999998,369.06787499999996,0.2753312,True,1.7913119999999998,369.06787499999996,0.2753312,True
"(549021282, 184048078)",53.5528315,9.9870264,53.5657744,9.9952135,1.9587680000000005,303.20225,0.27562974117647066,1.9587680000000005,303.20225,0.27562974117647066,True,1.9587680000000005,303.20225,0.27562974117647066,True
"(17705438, 16738085)",53.5639011,9.9521171,53.5667711,9.9959139,3.9455620000000002,474.55988125,0.5214385529411765,3.9455620000000002,474.55988125,0.5214385529411765,True,3.9455620000000002,474.55988125,0.5214385529411765,True
"(17705438, 49906066)",53.5639011,9.9521171,53.5598014,9.9636863,1.1854369999999999,160.37319374999998,0.1594437,1.1854369999999999,160.37319374999998,0.1594437,True,1.1854369999999999,160.37319374999998,0.1594437,True
"(312938329, 32225835)",53.5585314,9.9756534,53.5533651,9.9781603,0.8634500000000002,155.1794875,0.1205508823529412,0.8634500000000002,155.1794875,0.1205508823529412,True,0.8634500000000002,155.1794875,0.1205508823529412,True
"(1561539048, 4578101949)",53.560283,10.0117693,53.5415658,9.9965189,2.923763,632.7234,0.45719982941176474,3.075478,612.04545625,0.4679889764705883,False,2.923763,632.7234,0.45719982941176474,True
"(20830207, 256276843)",53.5705593,9.9951231,53.5726123,9.9572471,3.201384,511.63586250000003,0.4584207529411765,3.456851,497.48390625,0.47877921764705883,False,3.201384,511.63586250000003,0.4584207529411765,True
"(9344607675, 17705429)",53.5501369,10.0062466,53.5624928,9.9523469,4.950451,751.9544437499999,0.698809805882353,5.059363,748.70934375,0.7091951235294118,False,4.950451,751.9544437499999,0.698809805882353,True
"(249451877, 456844581)",53.5694573,9.9545435,53.5443251,9.9959554,4.617147,847.0584187499999,0.6820852882352941,4.667072,725.78946875,0.666871905882353,False,4.667072,725.78946875,0.666871905882353,False
"(32225835, 21654999)",53.5533651,9.9781603,53.548029,10.0082544,2.9873309999999993,605.0798562499999,0.4535389823529411,3.185186,509.01741874999993,0.4600303647058823,False,3.0133629999999996,541.4603125,0.4415245352941176,False
"(36571734, 1758964136)",53.551189,9.9822209,53.5494846,9.9965217,1.7125720000000002,339.02909374999996,0.25769837647058824,1.8441029999999998,322.8453875,0.2716867705882353,False,1.7125720000000002,339.02909374999996,0.25769837647058824,True
"(1506769105, 242891778)",53.5473875,9.9564371,53.5455968,9.9840358,2.8098730000000005,406.48250625000003,0.3869049470588236,2.8098730000000005,406.48250625000003,0.3869049470588236,True,2.8098730000000005,406.48250625000003,0.3869049470588236,True
"(484926802, 122588298)",53.5495959,9.9697558,53.5601597,9.9596952,1.45718,228.33989375,0.21010035294117646,1.45718,228.33989375,0.21010035294117646,True,1.45718,228.33989375,0.21010035294117646,True
"(1524487555, 210695341)",53.5559868,9.9793768,53.5480334,9.9611495,1.9166620000000003,266.93433749999997,0.25741914117647063,1.9166620000000003,266.93433749999997,0.25741914117647063,True,1.9166620000000003,266.93433749999997,0.25741914117647063,True
"(18653519, 87985973)",53.5596965,9.9821722,53.5487118,9.9651218,1.786683,189.08795,0.2253153588235294,1.786683,189.08795,0.2253153588235294,True,1.786683,189.08795,0.2253153588235294,True
"(17705438, 27408485)",53.5639011,9.9521171,53.5552325,9.9611838,1.4780799999999998,232.1023625,0.2024315294117647,1.4780799999999998,232.1023625,0.2024315294117647,True,1.4780799999999998,232.1023625,0.2024315294117647,True
"(759714713, 15915225)",53.5426897,9.9850569,53.5726643,9.9886581,3.8940069999999998,683.0683812499999,0.5741124647058824,3.8940069999999998,683.0683812499999,0.5741124647058824,True,3.8940069999999998,683.0683812499999,0.5741124647058824,True
"(52181989, 193698329)",53.5494206,9.9749883,53.548299,9.9994893,1.7393519999999998,251.37728750000002,0.24425872941176469,1.7393519999999998,251.37728750000002,0.24425872941176469,True,1.7393519999999998,251.37728750000002,0.24425872941176469,True
"(1705496742, 61836881)",53.5484633,9.9833723,53.5524447,9.9627661,1.591347,265.67901875,0.23324646470588237,1.591347,265.67901875,0.23324646470588237,True,1.591347,265.67901875,0.23324646470588237,True
"(249707791, 13879913)",53.5441828,9.99774,53.5517367,10.0059658,1.159403,256.8299875,0.18816971176470587,1.330491,237.18685,0.19775498235294117,False,1.159403,256.8299875,0.18816971176470587,True
"(499471943, 2960125507)",53.567325,10.0012113,53.5701293,9.9846251,1.566718,195.65034375,0.20138356470588237,1.8543749999999997,180.24099375,0.23176102941176469,False,1.566718,195.65034375,0.20138356470588237,True
"(13892004, 60269990)",53.555675,10.0009093,53.543034,9.9901105,2.013909,315.108125,0.28450266470588237,2.013909,315.108125,0.28450266470588237,True,2.013909,315.108125,0.28450266470588237,True
"(240312772, 299330453)",53.5489781,9.9920769,53.5700846,9.9576242,3.887823,563.42649375,0.5391823,3.887823,563.42649375,0.5391823,True,3.887823,563.42649375,0.5391823,True
"(17705428, 267262860)",53.5635219,9.9562268,53.5594343,9.9754748,2.060869,258.1258625,0.27194572352941176,2.060869,258.1258625,0.27194572352941176,True,2.060869,258.1258625,0.27194572352941176,True
"(14398547, 26729284)",53.5564301,9.9989626,53.5473284,10.0021389,1.539877,381.08504374999995,0.2517171117647059,1.539877,381.08504374999995,0.2517171117647059,True,1.539877,381.08504374999995,0.2517171117647059,True
"(32225837, 5856138160)",53.5521969,9.9769943,53.5463713,9.9656417,1.4466189999999999,197.63805000000002,0.1966795470588235,1.4466189999999999,197.63805000000002,0.1966795470588235,True,1.4466189999999999,197.63805000000002,0.1966795470588235,True
"(294110564, 2563159912)",53.5638915,9.9851072,53.540721,10.0069578,3.5567919999999997,583.0696312499999,0.5136027294117647,3.5567919999999997,583.0696312499999,0.5136027294117647,True,3.5567919999999997,583.0696312499999,0.5136027294117647,True
"(567014228, 1503302031)",53.5678535,9.9819379,53.5710682,9.9608298,2.713272,381.01015625,0.36975661176470587,2.7377510000000003,372.05190625,0.3737103941176471,False,2.713272,381.01015625,0.36975661176470587,True
"(1983285273, 52183950)",53.5497944,9.9861173,53.5501134,9.9694213,1.420355,317.28139375,0.2292355,1.4709750000000004,274.52389999999997,0.21997397058823534,False,1.4709750000000004,274.52389999999997,0.21997397058823534,False
"(2563159912, 16738085)",53.540721,10.0069578,53.5667711,9.9959139,3.8434630000000003,541.64856875,0.5235639470588236,3.8434630000000003,541.64856875,0.5235639470588236,True,3.8434630000000003,541.64856875,0.5235639470588236,True
"(1524336651, 1561539048)",53.5598132,9.9730266,53.560283,10.0117693,3.359402,515.665625,0.46591078823529414,3.359402,515.665625,0.46591078823529414,True,3.359402,515.665625,0.46591078823529414,True
"(16957967, 20830194)",53.5630545,9.9570052,53.5709287,10.0001261,3.685178,554.46616875,0.5188648588235294,4.260036,474.67117499999995,0.5510565411764706,False,3.685178,554.46616875,0.5188648588235294,True
"(1525292064, 3223500068)",53.5601003,9.9647746,53.5734486,9.958647,1.9480220000000004,303.1294375,0.2768139647058824,1.966434,251.599875,0.263308105882353,False,1.966434,251.599875,0.263308105882353,False
"(294110564, 52707275)",53.5638915,9.9851072,53.5545975,9.9584162,2.814167,510.24518125,0.40523434705882355,2.8916430000000006,479.35715625,0.4031466529411766,False,2.8916430000000006,479.35715625,0.4031466529411766,False
"(60270008, 1499681793)",53.5473814,9.9887929,53.5624476,9.9936119,2.18019,403.08970624999995,0.3263895882352941,2.18019,403.08970624999995,0.3263895882352941,True,2.18019,403.08970624999995,0.3263895882352941,True
"(18653564, 52181989)",53.546039,9.981385,53.5494206,9.9749883,0.9163969999999998,240.72673125,0.15024558235294116,1.13084,208.7310875,0.16725458823529413,False,0.9163969999999998,240.72673125,0.15024558235294116,True
